City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,bloomington,44.8408,-93.2983,274.94,80,100,6.17,US,1706913715
365,thurso,58.5927,-3.5259,281.29,79,23,14.51,GB,1706913764
366,malangali,-8.5667,34.85,290.25,96,100,1.8,TZ,1706913765
367,kapa'a,22.0752,-159.319,298.14,59,75,10.8,US,1706913765
368,umba,66.6871,34.3429,254.4,99,59,0.74,RU,1706913765
369,chernyshevskiy,63.0128,112.4714,243.29,98,100,1.27,RU,1706913765
370,laojunmiao,39.8333,97.7333,262.54,94,100,2.09,CN,1706913765
371,ulricehamn,57.7916,13.4142,280.05,98,100,7.8,SE,1706913765
372,al ghayzah,16.2079,52.176,297.3,79,22,1.48,YE,1706913765
373,rongelap,11.1635,166.8941,299.59,85,100,10.06,MH,1706913765
374,santo pipo,-27.1413,-55.4087,302.79,47,75,2.36,AR,1706913766
375,gulf breeze,30.3571,-87.1639,292.87,60,0,4.12,US,1706913766
376,jiangyou,31.7667,104.7167,276.93,80,47,0.82,CN,1706913766
377,ottumwa,41.02,-92.4113,277.89,87,100,6.69,US,1706913766
378,acarau,-2.8856,-40.12,300.52,83,33,5.6,BR,1706913766
379,mossel bay,-34.1831,22.146,294.11,88,100,1.11,ZA,1706913766
380,fuglafjordur,62.244,-6.814,274.41,74,62,17.12,FO,1706913766
381,cabedelo,-6.9811,-34.8339,300.52,74,92,5.73,BR,1706913576
382,vorgashor,67.5833,63.95,257.36,90,99,3.59,RU,1706913767
383,pimentel,-6.8367,-79.9342,300.31,65,75,7.72,PE,1706913767
384,trunovskoye,45.4878,42.1358,274.87,99,100,3.8,RU,1706913767
385,glace bay,46.1969,-59.957,273.4,96,100,3.09,CA,1706913767
386,hotan,37.0997,79.9269,268.89,74,81,1.58,CN,1706913767
387,lautoka,-17.6167,177.4667,304.07,70,75,3.09,FJ,1706913767
388,kuanda,56.3161,116.0806,246.65,98,100,0.29,RU,1706913768
389,ola,59.5833,151.2833,251.6,83,100,2.96,RU,1706913768
390,canico,32.6333,-16.85,291.5,77,40,2.06,PT,1706913768
391,lashio,22.9333,97.75,282.83,87,20,0.57,MM,1706913768
392,namibe,-15.1961,12.1522,298.67,84,100,2.75,AO,1706913768
393,noventa vicentina,45.2957,11.5469,280.63,73,22,1.2,IT,1706913769
394,kralendijk,12.15,-68.2667,301.14,78,75,5.66,BQ,1706913761
395,umea,63.8284,20.2597,273.11,100,100,5.66,SE,1706913516
396,ishim,56.1128,69.4902,249.28,100,100,2.24,RU,1706913769
397,lycksele,64.5954,18.6735,271.08,86,100,2.06,SE,1706913769
398,sarmiento,-45.5882,-69.07,292.89,29,13,18.52,AR,1706913649
399,yaren,-0.5472,166.916,302.51,73,90,6.02,NR,1706913769
400,umm qasr,30.0405,47.9168,282.08,40,2,3.7,IQ,1706913769
401,katsuren-haebaru,26.3369,127.8719,294.58,94,40,0.0,JP,1706913769
402,muscle shoals,34.7448,-87.6675,295.23,35,0,2.57,US,1706913770
403,prieska,-29.6641,22.7474,294.87,56,71,1.25,ZA,1706913770
404,kayenta,36.7278,-110.2546,278.41,52,100,9.54,US,1706913770
405,nkhata bay,-11.6066,34.2907,296.16,85,98,2.11,MW,1706913770
406,superior,46.7208,-92.1041,275.07,83,40,5.66,US,1706913770
407,malihabad,26.9167,80.7167,284.1,52,2,4.13,IN,1706913771
408,xichang,27.8964,102.2634,277.43,85,21,0.66,CN,1706913771
409,lachi,33.3833,71.3386,284.29,49,100,1.67,PK,1706913771
410,mao,39.8885,4.2658,282.46,100,0,2.57,ES,1706913771
411,mkushi,-13.6202,29.3939,289.85,98,77,1.67,ZM,1706913771
412,lindi,-10.0,39.7167,297.2,97,100,0.81,TZ,1706913771
413,island harbour,50.724,-1.2758,285.46,91,100,3.13,GB,1706913771
414,hasaki,35.7333,140.8333,272.37,51,44,6.84,JP,1706913772
415,raduzhny,62.0961,77.475,252.11,100,83,2.53,RU,1706913772
416,barrouallie,13.2333,-61.2667,298.94,78,40,1.54,VC,1706913581
417,tengrela,10.4869,-6.4097,298.8,20,75,2.43,CI,1706913772
418,susuman,62.7833,148.1667,239.81,100,94,1.34,RU,1706913772
419,pan de azucar,-34.8,-55.2333,303.1,62,0,5.14,UY,1706913772
420,ushachy,55.1786,28.6035,272.4,92,99,3.86,BY,1706913772
421,lyantor,61.6195,72.1555,250.25,100,99,2.64,RU,1706913772
422,frontera,26.9333,-101.45,302.53,27,11,4.92,MX,1706913773
423,bosanska krupa,44.8825,16.1514,278.47,82,72,1.93,BA,1706913773
424,big spring,32.2504,-101.4787,290.4,48,75,10.8,US,1706913773
425,weno,7.4515,151.8468,301.12,83,100,5.14,FM,1706913773
426,whakatane,-37.9585,176.9854,294.75,71,84,2.24,NZ,1706913773
427,suva,-18.1416,178.4415,303.86,70,75,2.06,FJ,1706913773
428,springbok,-29.6643,17.8865,297.17,56,9,1.4,ZA,1706913773
429,qarayeri,40.7886,46.3066,276.64,60,40,3.09,AZ,1706913774
430,okhotsk,59.3833,143.3,248.45,79,22,6.61,RU,1706913598
431,jodhpur,26.2867,73.03,290.72,44,70,0.82,IN,1706913774
432,tarko-sale,64.9225,77.785,258.83,93,100,4.12,RU,1706913774
433,funadhoo,6.15,73.2667,300.74,75,80,4.85,MV,1706913774
434,cruzeiro do sul,-29.5128,-51.9853,297.2,63,0,2.79,BR,1706913774
435,manokwari,-0.8667,134.0833,299.64,81,99,1.8,ID,1706913774
436,kepsut,39.6889,28.1522,279.23,92,94,2.72,TR,1706913774
437,kamina,-8.7386,24.9906,290.88,97,100,1.21,CD,1706913775
438,coquimbo,-29.9533,-71.3436,293.0,77,40,4.12,CL,1706913775
439,marsh harbour,26.5412,-77.0636,293.26,60,2,3.59,BS,1706913775
440,yerofey pavlovich,53.9667,121.9667,244.87,97,86,1.49,RU,1706913775
441,dubovka,49.0583,44.829,273.68,88,99,6.63,RU,1706913775
442,iquique,-20.2208,-70.1431,298.17,75,6,2.24,CL,1706913775
443,kone,-21.0595,164.8658,304.17,69,100,2.91,NC,1706913775
444,conceicao do araguaia,-8.2578,-49.2647,296.51,95,100,1.72,BR,1706913775
445,berbera,10.4396,45.0143,298.61,83,57,2.06,SO,1706913776
446,vadso,70.0744,29.7487,267.24,93,100,7.72,NO,1706913776
447,mwaro,-3.5,29.6667,287.01,92,92,0.55,BI,1706913776
448,nova xavantina,-14.6667,-52.35,296.99,90,100,0.64,BR,1706913776
449,ulanhot,46.0833,122.0833,250.02,90,4,2.09,CN,1706913776
450,tuy hoa,13.0833,109.3,293.64,93,36,1.42,VN,1706913776
451,khamis mushait,18.3064,42.7292,286.73,82,20,4.12,SA,1706913776
452,balykchy,42.4557,76.1861,265.27,36,24,0.87,KG,1706913777
453,ratnagiri,16.9833,73.3,294.11,73,98,2.01,IN,1706913777
454,callao,-12.0667,-77.15,299.31,73,75,6.69,PE,1706913777
455,dakhla,23.6848,-15.958,292.88,58,8,7.46,EH,1706913777
456,bubaque,11.2833,-15.8333,298.98,71,0,5.54,GW,1706913777
457,roosevelt,33.9668,-103.4505,286.08,34,93,9.27,US,1706913778
458,ljusdal,61.8288,16.0913,274.64,86,83,2.79,SE,1706913778
459,tromso,69.6496,18.957,269.16,86,40,1.03,NO,1706913778
460,gagliano del capo,39.8442,18.3695,282.83,57,0,5.66,IT,1706913778
461,krasnaya gora,52.9995,31.6023,268.04,95,79,3.71,RU,1706913778
462,sovetskiy,61.3614,63.5842,253.09,99,91,3.13,RU,1706913778
463,maceio,-9.6658,-35.7353,299.84,89,0,4.63,BR,1706913778
464,port macquarie,-31.4333,152.9167,297.53,70,75,2.29,AU,1706913773
465,box elder,41.5005,-112.8764,276.21,95,100,2.73,US,1706913779
466,pokhara,28.2333,83.9833,282.27,35,4,2.64,NP,1706914215
467,gizo,-8.103,156.8419,301.99,77,100,4.52,SB,1706913593
468,botshabelo,-29.2702,26.7052,292.46,65,95,1.37,ZA,1706913779
469,progreso,21.2833,-89.6667,304.21,70,0,5.38,MX,1706913779
470,egilsstadir,65.2653,-14.3948,270.1,68,0,10.29,IS,1706913779
471,kizlyar,43.8469,46.715,275.6,83,100,3.18,RU,1706913779
472,szentlorinc,46.0402,17.9872,278.64,81,100,2.55,HU,1706913780
473,quatre cocos,-20.2078,57.7625,298.21,74,80,6.71,MU,1706913780
474,ta`u,-14.2336,-169.5144,301.31,80,98,7.34,AS,1706913780
475,lerwick,60.1545,-1.1494,281.15,75,40,14.83,GB,1706913584
476,kenai,60.5544,-151.2583,253.2,84,0,2.06,US,1706913780
477,kingsville,27.5159,-97.8561,299.13,73,100,9.26,US,1706913780
478,la'ie,21.6477,-157.9253,300.13,66,71,4.02,US,1706913780
479,vernon,50.2581,-119.2691,284.98,93,88,1.54,CA,1706913566
480,zapata,26.9073,-99.2714,304.21,35,0,5.66,US,1706913781
481,tughyl,47.7252,84.2063,260.5,96,100,0.33,KZ,1706913781
482,kavaratti,10.5669,72.642,299.58,70,100,3.79,IN,1706913781
483,amahai,-3.3333,128.9167,300.42,81,97,2.72,ID,1706913781
484,konarka,19.9,86.1167,294.37,81,74,2.26,IN,1706913781
485,arkhangel'sk,64.5401,40.5433,265.21,93,40,1.0,RU,1706913781
486,katiola,8.1333,-5.1,300.5,23,0,2.24,CI,1706913781
487,abepura,-2.6333,140.5833,298.6,89,20,0.51,ID,1706913642
488,bonthe,7.5264,-12.505,299.19,85,29,3.12,SL,1706913782
489,dondo,-19.6094,34.7431,297.88,95,59,1.93,MZ,1706913782
490,glasgow,55.8652,-4.2576,284.37,91,75,8.75,GB,1706913546
491,sortavala,61.7053,30.6918,267.05,87,70,3.58,RU,1706913782
492,ixtapa,20.7,-105.2,299.39,69,20,6.69,MX,1706913782
493,emerald,-23.5333,148.1667,301.67,69,26,1.6,AU,1706913782
494,susanville,40.4163,-120.653,276.94,89,100,5.14,US,1706913782
495,round lake beach,42.3717,-88.0901,275.45,91,100,2.68,US,1706913700
496,namtsy,62.7161,129.6658,232.5,100,92,0.55,RU,1706913783
497,naze,28.3667,129.4833,291.66,86,100,2.64,JP,1706913783
498,ispir,40.4829,40.9956,264.77,71,22,1.68,TR,1706913783
499,motilla del palancar,39.5709,-1.9068,280.15,86,5,1.97,ES,1706913783
500,caleta de carquin,-11.0925,-77.6267,297.91,79,100,4.68,PE,1706913783
501,rafiganj,24.8167,84.65,284.1,67,0,2.81,IN,1706913783
502,leua,48.2156,18.6071,280.09,91,99,2.44,SK,1706913734
503,cortez,37.3489,-108.5859,275.57,91,100,0.0,US,1706913784
504,rio grande,-32.035,-52.0986,298.21,75,0,7.46,BR,1706913784
505,launceston,-41.45,147.1667,288.79,58,0,8.23,AU,1706913784
506,dera ghazi khan,30.0561,70.6348,286.51,50,100,3.71,PK,1706913784
507,patong,7.8961,98.2966,298.23,79,72,2.72,TH,1706913784
508,kirakira,-10.4544,161.9205,303.11,72,96,4.74,SB,1706913784
509,okha,53.5739,142.9478,252.61,86,100,7.44,RU,1706913784
510,nemuro,43.3236,145.575,264.39,69,89,9.63,JP,1706913785
511,zaozersk,69.4005,32.4476,263.28,88,71,3.9,RU,1706913785
512,sandnessjoen,66.0217,12.6316,279.21,87,75,9.77,NO,1706913785
513,koysinceq,36.0821,44.6278,278.03,78,57,0.27,IQ,1706913785
514,dudinka,69.4058,86.1778,259.64,93,100,10.73,RU,1706913785
515,grahamstown,-33.3042,26.5328,292.4,94,100,0.89,ZA,1706913785
516,soio,-6.1349,12.3689,299.59,81,62,0.7,AO,1706913785
517,patacamaya,-17.2333,-67.9167,282.52,77,97,3.48,BO,1706913786
518,north haven,41.3909,-72.8595,279.53,73,100,4.12,US,1706913786
519,manta,-0.95,-80.7333,304.03,83,75,5.81,EC,1706913786
520,kapuskasing,49.4169,-82.4331,267.2,79,75,2.57,CA,1706913612
521,hinton,53.4001,-117.5857,278.73,79,100,1.88,CA,1706913593
522,saskatoon,52.1168,-106.6345,278.14,75,0,5.66,CA,1706913684
523,villamontes,-21.25,-63.5,303.75,39,69,1.97,BO,1706913786
524,tejen,37.3834,60.5054,274.94,99,100,6.62,TM,1706913787
525,uniao da vitoria,-26.23,-51.0864,292.82,86,63,0.53,BR,1706913787
526,nadym,65.5333,72.5167,256.27,93,100,5.06,RU,1706913787
527,crookston,47.7741,-96.6081,277.64,87,0,2.57,US,1706913787
528,puerto quijarro,-17.7833,-57.7667,296.91,77,81,1.04,BO,1706913787
529,gaspe,48.8334,-64.4819,267.1,86,75,1.03,CA,1706913787
530,sept-iles,50.2001,-66.3821,263.15,63,20,1.54,CA,1706913603
531,las heras,-46.5419,-68.9359,292.13,30,2,16.71,AR,1706913787
532,lompoc,34.6391,-120.4579,289.27,64,75,6.69,US,1706913788
533,sant antoni de portmany,38.9807,1.3036,285.91,87,0,1.03,ES,1706913788
534,dapa,9.7594,126.0531,299.69,79,14,5.43,PH,1706913788
535,homer,59.6425,-151.5483,262.08,66,0,4.63,US,1706913788
536,sechura,-5.5569,-80.8222,301.2,65,82,7.37,PE,1706913788
537,vicuna,-30.0319,-70.7081,300.8,49,3,2.44,CL,1706913788
538,atkarsk,51.8718,45.0078,269.11,83,98,7.55,RU,1706913788
539,north bend,43.4065,-124.2243,282.74,87,75,5.66,US,1706913789
540,bor,56.3567,44.0669,268.11,99,95,1.88,RU,1706913789
541,tauranga,-37.6861,176.1667,294.0,74,60,2.68,NZ,1706913789
542,bisalpur,28.3,79.8,282.89,44,0,4.99,IN,1706913789
543,sai buri,6.7013,101.6168,295.99,88,9,2.44,TH,1706913789
544,mitrofanovka,49.9708,39.6939,269.56,91,26,5.34,RU,1706913789
545,port blair,11.6667,92.75,298.17,94,20,0.0,IN,1706913790
546,berezovo,63.9381,65.0419,254.3,98,100,3.02,RU,1706913624
547,bardai,11.65,7.2333,291.09,19,28,4.93,NG,1706913790
548,labytnangi,66.6572,66.4183,254.79,100,99,1.8,RU,1706913790
549,arkhara,49.4212,130.0842,240.8,100,55,0.89,RU,1706913790
550,westport,41.1415,-73.3579,279.17,77,100,4.12,US,1706913790
551,kolonia town,6.964,158.206,302.21,79,75,5.66,FM,1706913791
552,san julian,21.0167,-102.1667,294.83,29,1,8.22,MX,1706913791
553,puerto baquerizo moreno,-0.9,-89.6,302.7,84,75,6.17,EC,1706913791
554,zalingei,12.9096,23.4741,291.16,21,6,1.91,SD,1706913791
555,lionel town,17.8101,-77.2406,301.09,76,42,1.73,JM,1706913791
556,richards bay,-28.783,32.0377,294.46,88,1,3.45,ZA,1706913792
557,priargunsk,50.3691,119.1012,233.97,100,88,0.84,RU,1706913792
558,torit,4.4133,32.5678,300.6,26,79,0.66,SS,1706913792
559,toamasina,-18.1667,49.3833,299.15,89,75,5.14,MG,1706913792
560,bontang,0.1333,117.5,297.76,93,100,2.96,ID,1706913792
561,casas grandes,30.3667,-107.95,282.36,47,27,13.23,MX,1706913792
562,nsanje,-16.92,35.262,295.61,92,85,0.66,MW,1706913793
563,vila franca do campo,37.7167,-25.4333,291.42,99,22,4.1,PT,1706913793
564,niquelandia,-14.4739,-48.4597,295.94,88,100,0.53,BR,1706913549
565,devils lake,48.1128,-98.8651,273.21,100,100,5.66,US,1706913793
566,krasnyy kut,50.95,46.9667,269.2,94,90,4.93,RU,1706913793
567,itaituba,-4.2761,-55.9836,296.31,100,100,0.95,BR,1706913793
568,colonia,50.9333,6.95,282.07,85,100,7.72,DE,1706913793
569,ciudad de armeria,18.9333,-103.9667,301.34,55,1,3.59,MX,1706913793
570,horta,38.5333,-28.6333,290.38,89,90,3.13,PT,1706913794
571,point pedro,9.8167,80.2333,299.54,76,29,5.72,LK,1706913794
572,lewistown,40.5992,-77.5714,279.56,60,40,0.0,US,1706913689
573,flying fish cove,-10.4217,105.6791,297.97,94,75,1.03,CX,1706913794
574,alamogordo,32.8995,-105.9603,286.6,51,0,11.32,US,1706913794
575,golfito,8.639,-83.166,300.29,86,55,0.94,CR,1706913794
576,okondja,-0.6549,13.6753,296.62,83,62,0.87,GA,1706913795
577,mitu,1.1983,-70.1733,299.35,84,98,0.68,CO,1706913795
578,santana,-0.0583,-51.1817,299.25,83,75,1.03,BR,1706913795
579,berezovyy,51.6667,135.7,249.33,91,4,1.53,RU,1706913795
580,ribeira brava,32.65,-17.0667,291.5,66,100,2.64,PT,1706913795
581,malinyi,-8.9333,36.1333,295.78,99,100,1.3,TZ,1706913796
582,celestun,20.8667,-90.4,297.05,68,0,5.08,MX,1706913796
583,chinde,26.8418,88.0763,278.74,70,8,2.12,NP,1706913796
584,nabire,-3.3667,135.4833,298.78,91,100,0.97,ID,1706913796
585,peterhead,57.5058,-1.7981,284.37,69,72,10.1,GB,1706913796
